,class,EMOBON00001,EMOBON00084,EMOBON00086,EMOBON00088,EMOBON00091,EMOBON00092,EMOBON00093,EMOBON00094,EMOBON00095,EMOBON00097,EMOBON00098,EMOBON00099,EMOBON00120,EMOBON00121,EMOBON00122,EMOBON00123,EMOBON00124,EMOBON00125,EMOBON00126,EMOBON00129,EMOBON00130,EMOBON00131,EMOBON00135,EMOBON00136,EMOBON00137,EMOBON00138,EMOBON00139,EMOBON00140,EMOBON00141,EMOBON00142,EMOBON00143,EMOBON00144,EMOBON00145,EMOBON00147,EMOBON00148,EMOBON00149,EMOBON00153,EMOBON00155,EMOBON00156,EMOBON00157,EMOBON00158,EMOBON00193,EMOBON00194,EMOBON00195,EMOBON00224,EMOBON00225,EMOBON00226,EMOBON00227,EMOBON00236,EMOBON00237,EMOBON00238,EMOBON00241,EMOBON00242,EMOBON00243
130,Pinopsida,,,,,,,,,,,,,,,,,,,,0.011795766787067874,,,,,0.026919095102908276,,,,,0.04271788288583805,0.03843312210120439,,,,,,,0.012807887989463999,,,0.014204774743178402,,,,,,,,,,,,,
131,Polychaeta,0.1618347187425374,0.11952286093343936,,0.3613820899344254,0.29253131819882017,0.14586499149789456,0.04343722427630694,0.3032954509447813,,0.15491933384829668,0.2536857024815635,,0.04607756775840914,,0.10749847631587736,0.14212494941734471,,,0.04019014730700642,0.028893609753185244,0.08847934772147659,0.2685324083801007,0.03551104121142175,0.18379000960817843,0.17754362599213405,0.17037907450455597,0.14744195615489714,0.04852615860619696,,0.1245429600784785,0.07686624420240878,0.15838670378771944,0.12445299659116561,0.1309681589627518,0.07314354180941893,0.07147323755368395,0.04948716593053935,0.038423663968391995,,,0.061917177621273585,1.0,0.4977151441755026,0.47193448669283933,1.0,0.3044128838729539,0.12327841818038449,0.0973584767022471,0.3306719467715847,0.4748887109985116,0.46928106620779364,0.6709265609159099,0.12216944435630522,0.13810709425039985
132,Polycystinea,0.10910894511799618,0.06900655593423542,0.1015346165133619,0.04319342127906801,0.09889363528682975,0.05954913341754137,,0.13343220864045766,0.07537783614444091,0.2,0.1723454968864278,0.0487225537134096,,0.04714045207910317,0.07868082815889066,0.09734633648439302,0.2713293789876808,0.2407717061715384,0.14546390624935546,0.07956679704071075,0.035158127696731496,0.03729000266516986,0.05022019609518254,0.03853285604264582,0.03296902366978935,,,0.06264700137907352,,0.07991784102357004,0.13857259241206074,0.31010374676468944,0.3287708851791868,0.35867107489410777,0.04721395321841757,0.05865464152543313,0.04040610178208843,0.0653076707861876,0.10517579047791781,0.05423261445466404,0.014204774743178402,,0.09549105211188455,0.10605938867332435,,0.05677329558036595,,0.04867923835112355,0.04458779620677098,0.07703712157713453,0.09480909262799544,0.07548513560963972,0.1647332451644634,0.07382134705255622
133,Polyplacophora,0.06900655593423542,,,0.04319342127906801,,,,,,,,,,,,,,,,,,,,,,,,,,0.04271788288583805,,0.04670569087077522,0.028702943322015683,0.04141576832812911,,,0.04040610178208843,0.012807887989463999,,,,,,0.033538923545276884,,,,,,0.07703712157713453,0.04740454631399772,0.07548513560963972,,
134,Polypodiopsida,,,,,,,,0.05447347107028433,,,,,,,,,,,,,0.01435324552810083,,,0.01926642802132291,,,,0.03962144258751637,,,,,,,,,,,,,0.014204774743178402,,,,,,,,,,,,,
135,Priapulimorpha,0.048795003647426664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.052199575097188054
136,Protura,,,,0.04319342127906801,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013482771598464758,,,,,,,,,0.053149400345273386,,,,,,,,,,,,,
137,Pterobranchia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.030206104666508846,,,,,,,,0.012807887989463999,,,,,,,,,,,,,,,,
138,Pucciniomycetes,,,,,,,,,,,,,,,,,,,,,,0.014094296205853604,,0.03853285604264582,,,,,,,,0.033025910734727784,0.04446640858932085,,,0.010210462507669136,,,,,0.014204774743178402,,,0.033538923545276884,,,,,,,,,,
139,Pycnogonida,,,,,,,,,,,,,,,,,,,,,0.01435324552810083,0.014094296205853604,,,,,,,,0.030206104666508846,,0.013482771598464758,,,,,,,,,,,,,,,,,,,,,,
140,Raphidophyceae,,,,,,,,0.05447347107028433,,,,,0.09215513551681828,0.09428090415820634,,,,0.03806934938134405,,,0.04305973658430249,0.06303160882261205,0.03551104121142175,0.050974177196946656,0.06313087395543333,0.07749842582921285,0.0872278375988647,0.2293256786231781,0.2857142857142857,0.19341344090855628,0.1274682455316105,0.06466110105354271,0.05595233713007893,,0.13354122594946993,0.12793672852399027,0.05714285714285714,0.028639308192644614,0.06651901052377393,0.05423261445466404,0.014204774743178402,,0.038984058779272523,,,,,,,,,,0.03683547343418786,
141,Rhabditophora,0.3552329886011098,0.19518001458970666,,0.09658342616078197,0.049446817643414874,,0.3860784943163565,0.07703712157713453,,,,,0.06516352124510746,,,,,,0.022013050269502923,0.008340866684430747,,,,,,,0.03296902366978935,0.056033181468052584,,0.04271788288583805,0.06656812017278434,0.04670569087077522,0.057405886644031366,0.07173421497882156,,0.014439774556447694,0.02857142857142857,,,,0.028409549486356805,0.09569715154832152,0.18285144368018277,0.19841894753313627,0.09570284289517293,0.15805016594638838,0.1653953539259914,0.8174634215043695,0.04458779620677098,0.07703712157713453,0.09480909262799544,,0.03683547343418786,0.16506955020011946
142,Rhynchonellata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.033538923545276884,,,,,,,,,,
143,Saccharomycetes,,,,,,,,0.07703712157713453,,,0.21107926341908756,,0.07980868844676221,0.04714045207910317,0.04542639731759821,0.015791661046371634,,0.05383819020581655,0.03113115424033175,0.011795766787067874,0.02870649105620166,0.031515804411306025,0.03551104121142175,0.033370432213299994,0.06313087395543333,0.03163859985841663,0.03296902366978935,0.056033181468052584,,,0.15846382194552627,0.033025910734727784,0.04257334496798505,0.05857074126574227,0.02111472177657533,0.03386427307392982,0.04040610178208843,0.025615775978927998,0.08146881698903526,0.05423261445466404,0.028409549486356805,,0.055131784641997125,,,,,0.06884283908215143,0.0772283284276542,,,0.07548513560963972,0.09745750213218744,0.07382134705255622
144,Sagittoidea,,,,,,,,,,,,,0.09215513551681828,,0.028730176283874722,0.05908698520358674,,,0.04755362359255524,0.03538730036120362,0.02870649105620166,,,0.06946609412591596,0.026919095102908276,0.03163859985841663,0.07372097807744857,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Scaphopoda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04740454631399772,,0.03683547343418786,
146,Schizosaccharomycetes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012807887989463999,,,,,,,,,,,,,,,,
147,Scyphozoa,,,0.1015346165133619,,,,,,,,,,,,,,,,,,0.02870649105620166,0.02818859241170721,0.03551104121142175,,0.04662524041201569,,,0.028016590734026292,,0.052318507981136686,,0.013482771598464758,,,,,,,,,0.014204774743178402,,,,,,,,,,,0.05337605126836238,,0.052199575097188054
148,Solenogastres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013482771598464758,,,,,,,,,,,,,,,,,,,,,,
149,Sordariomycetes,,,,,,,,0.10894694214056866,0.15075567228888181,0.08944271909999159,0.07035975447302918,0.19539708232825195,,,,0.015791661046371634,,,,,0.047604329940556994,0.06759387004293957,0.0710220824228435,0.05449368761247979,0.0601929265428846,0.04474373701426829,,,,,,0.033025910734727784,0.02567269296894028,,0.02111472177657533,0.025010423181607754,,0.0405020980630209,0.08146881698903526,0.09393364366277242,0.11627109231789912,,,,,,,,0.04458779620677098,,,,0.03683547343418786,0.052199575097188054
150,Sphagnopsida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014930362951083683,,,,,,,,,,,,,,,,,,,
151,Spirotrichea,0.1618347187425374,0.1543033499620919,,0.14325637179442138,0.15636456680019054,0.10314212462587934,0.2171861213815347,0.07703712157713453,0.1685499656158105,0.17888543819998318,,,0.23495041713902196,0.19436506316151,0.12273536688652927,0.14644583995423102,0.15665208999759148,0.14744195615489714,0.13747145487168907,0.0755297602133797,0.20500535131246958,0.1749056161845704,0.30957808004099113,0.19929348110509632,0.20851441405707477,0.313206159099878,0.2855201203600804,0.15345318729416418,,0.07991784102357004,0.03843312210120439,0.3489928897329665,0.26772323230376455,0.19425717247145283,0.4009017922018278,0.4621855827775673,0.28713930346059685,0.22803796248861286,0.40187613113839077,0.5029325764658601,0.2592128146773963,0.01888923091921201,0.1559362351170901,0.1161822392231753,0.018890354308604255,0.04916711622915971,0.055131784641997125,0.06884283908215143,0.16683225703703577,0.09435081955836586,0.04740454631399772,0.1307440900921227,0.10418645221412465,0.10439915019437611
152,Staurozoa,,,,,,,,,,,,,,,,,,,,,,,,0.01926642802132291,,,,,,,,,0.01815333528965787,,,,0.02857142857142857,,,,0.014204774743178402,,,,,,,,,,,,0.03683547343418786,
153,Stenolaemata,,,,,0.049446817643414874,,,,,,,,,,,0.015791661046371634,,,,,,,,,,,,,,,,0.04044831479539428,0.04059209172602084,0.1434684299576431,,0.014439774556447694,,,,,,,,0.033538923545276884,,,,,,,,,,
154,Synurophyceae,0.048795003647426664,,,0.07481320020807247,0.06992836012750656,,,,0.07537783614444091,,,,0.18431027103363656,0.13333333333333333,0.04764360744718984,0.03158332209274327,0.06395294793910794,0.05383819020581655,0.025418480997564556,,0.0873073840865022,0.09024752964525905,0.07940510210053552,0.09239854284629592,0.08928053815224023,0.0949157995752499,0.09890707100936806,0.09292051936971298,0.20203050891044214,0.09061831399952655,0.03843312210120439,0.04670569087077522,0.04628210543937901,0.10957582335289494,0.06334416532972599,0.07147323755368395,0.08081220356417686,0.038423663968391995,0.12444567354358614,0.1328422328310143,0.05681909897271361,,0.06752237049095156,0.033538923545276884,,,0.055131784641997125,0.06884283908215143,0.04458779620677098,,,,,
155,Taphrinomycetes,,,,,,,,,,,,,,,,,,,,,,,,0.01926642802132291,0.026919095102908276,,,,,,,,,,,,,0.012807887989463999,,,0.07243042360165662,,,,,,,,,,,,,
156,Tentaculata,,,,,,,,,,,,,0.04607756775840914,,,,,,,,0.10644651777041396,0.0955921677480096,0.13287014966075003,,,,,,,,,,,,,,,,,,0.03479445003196105,,,,,,,,,,,,,
157,Thaliacea,,,,,,,,,,,0.12186666955535813,,0.09215513551681828,0.06666666666666667,0.06094590742503822,0.03158332209274327,,,,,,0.019932344846421823,,,0.019034674690672024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,Thecofilosea,0.09759000729485333,0.09759000729485333,0.2030692330267238,0.18325416653445784,0.08564440043098774,,0.04343722427630694,0.07703712157713453,,0.282842712474619,0.12186666955535813,0.04219496925306455,,,0.06261596752575942,0.035311227577322434,,,0.028418725697670504,0.016681733368861494,0.22189579101099957,0.24001721564529158,0.1879067676847756,0.24673066446417627,0.2581988897471611,0.15173339455447185,0.17131207221604822,0.13140945871539997,0.20203050891044214,0.15695552394341006,0.2952104124049812,0.13749783095577275,0.1290036855985373,0.04141576832812911,0.12491637862817054,0.1396259748185727,0.04040610178208843,0.08780645621639015,0.08146881698903526,0.10846522890932808,0.07243042360165662,,0.11026356928399425,0.05809111961158765,,,,0.04867923835112355,0.0772283284276542,0.07703712157713453,0.06704015231539909,0.1307440900921227,0.09022811434760541,0.09041231620183683
159,Trebouxiophyceae,0.06900655593423542,,,,,0.05954913341754137,0.04343722427630694,,,,,,0.04607756775840914,,,,0.06395294793910794,0.0761386987626881,0.012709240498782278,,0.02870649105620166,0.03729000266516986,0.0710220824228435,0.06946609412591596,0.04662524041201569,,0.03296902366978935,0.056033181468052584,,,0.06656812017278434,0.05393108639385903,0.03850903945341042,,0.07758044162016282,0.07503126954482327,0.13997084244475302,0.025615775978927998,,,0.03479445003196105,0.021811405111984112,,,0.021812702290320146,0.04014478229518501,,,,,,,,
160,Trematoda,,,,,,,,,,,,,,,,,,,0.012709240498782278,,,,,,0.026919095102908276,,,0.028016590734026292,,,,0.019067518452927635,,,0.014930362951083683,,,,,,,0.02438589225759144,0.038984058779272523,0.05809111961158765,0.0243873425470606,0.028386647790182976,,0.1539372679517698,,,0.04740454631399772,,0.03683547343418786,0.07382134705255622
161,Tremellomycetes,0.048795003647426664,,,,,,,,,,0.09950371902099892,,,,,0.015791661046371634,,,,0.011795766787067874,0.02029855448991117,0.019932344846421823,,0.03853285604264582,0.04662524041201569,,,0.028016590734026292,,0.030206104666508846,,,0.01283634648447014,,0.014930362951083683,0.025010423181607754,,0.012807887989463999,,0.07669649888473705,0.04017717018451539,,0.038984058779272523,,,,,,,,,0.09245003270420486,,
162,Ulvophyceae,,,,,,0.08421519210665189,0.14406497485902697,0.05447347107028433,,,,,,,,,,,,,0.01435324552810083,,,0.050974177196946656,0.05710402407201607,0.06327719971683327,,,,,,0.07745262609634448,0.08610882996604705,0.1434684299576431,0.02586014720672094,0.027014344566241463,,,,,0.024603391565256146,0.043622810223968224,,,0.04362540458064029,0.08976646215396372,0.1653953539259914,0.13768567816430285,,,0.04740454631399772,,,
163,Umbelopsidomycetes,,,,,,,,,,,,,,,,,,0.03806934938134405,,,,,,,,,,,,,,,0.01283634648447014,,0.02111472177657533,,,,,,,,,,,,,,,,,,,
164,Variosea,,,,,,,,,,,,,,,,,,,,0.016681733368861494,,0.014094296205853604,,0.03853285604264582,,0.06327719971683327,0.04662524041201569,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,Xanthophyceae,0.08451542547285165,,,0.04319342127906801,,,,,,,,,0.04607756775840914,,0.02031530247501274,0.02735195926822197,0.07832604499879574,0.0659380473395787,,,0.035158127696731496,0.014094296205853604,0.03551104121142175,0.01926642802132291,0.019034674690672024,0.04474373701426829,0.03296902366978935,0.04852615860619696,,,,0.013482771598464758,0.01283634648447014,,,0.022831288248861156,0.04040610178208843,,0.047036043419179864,,,,0.06752237049095156,0.033538923545276884,,,,,,,,,,
166,Zoopagomycetes,,,,,,,,,,,,,0.04607756775840914,,,,,,,,,,,,,,,,,,,0.013482771598464758,,,0.014930362951083683,,,,,,,,,,,,,,,,,,,
167,Zygnemophyceae,,,,,,,,,,,,,,,,,,,,,,0.019932344846421823,,,,,,,,0.030206104666508846,,0.05044791194558156,0.05134538593788056,,,,,,,0.05423261445466404,,,0.038984058779272523,0.033538923545276884,,,,,,,,,,
168,,1.0,1.0,1.0,1.0,1.0,1.0,0.9038700858394816,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7508421465352219,0.8225318252148496,1.0,1.0,0.7116039835225823,0.5316607393665402,0.9761262287755115,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8230679967836615,0.8020251681266558,0.7917946548886295,0.774533133444367,1.0,1.0,0.9678029001773069,0.6172088118392256,1.0,1.0,0.6172455187774268,1.0,0.9877671236569415,1.0,1.0,1.0,1.0,1.0,1.0,1.0
