,phylum,EMOBON00001,EMOBON00084,EMOBON00086,EMOBON00088,EMOBON00091,EMOBON00092,EMOBON00093,EMOBON00094,EMOBON00095,EMOBON00097,EMOBON00098,EMOBON00099,EMOBON00120,EMOBON00121,EMOBON00122,EMOBON00123,EMOBON00124,EMOBON00125,EMOBON00126,EMOBON00129,EMOBON00130,EMOBON00131,EMOBON00135,EMOBON00136,EMOBON00137,EMOBON00138,EMOBON00139,EMOBON00140,EMOBON00141,EMOBON00142,EMOBON00143,EMOBON00144,EMOBON00145,EMOBON00147,EMOBON00148,EMOBON00149,EMOBON00153,EMOBON00155,EMOBON00156,EMOBON00157,EMOBON00158,EMOBON00193,EMOBON00194,EMOBON00195,EMOBON00224,EMOBON00225,EMOBON00226,EMOBON00227,EMOBON00236,EMOBON00237,EMOBON00238,EMOBON00241,EMOBON00242,EMOBON00243
56,Candidatus_Marinimicrobia,0.0281176655722901,0.030202660216453004,,0.020804758453735535,0.031595706164476614,0.0556378999073551,,0.04002072197374496,0.022994075956211286,0.049182971475050456,0.033628205716469746,,0.11856953921087238,0.12015500043475191,0.08755626081266685,0.07516460280028288,0.17631904521863073,0.16941551993302112,0.12741179785940637,0.09664139747784581,0.131045990091855,0.13350165458778293,0.19648109968249772,0.05814477622111122,0.06838946790034073,0.10829857568787946,0.10113777148564146,,0.0038622707457316384,0.025558818457446043,0.024409612771008594,0.037263486970972336,0.030737317709569337,0.1085779981952804,0.04211826565847713,0.03682548144338035,0.10950156432552308,0.16541639694423738,0.19262100154996642,0.20324932603381698,0.10293996658076905,0.036229149472959535,0.0250503750650752,0.023563681481313655,0.03622023664750022,0.0558061457111672,0.054982157393161465,0.06158164269043773,0.03578434066808671,0.041236967311813984,0.03969768439133408,0.040066450938028034,0.027224310016459405,0.025564455349927812
57,Candidatus_Melainabacteria,,,0.010118835198875903,,,,0.023984654729888956,0.00970645081830754,0.035124031201634105,,,,0.005522333993007155,0.005536450174043962,0.02918542027088895,0.026574700172636693,0.026766887450433752,0.019147493630612945,0.06154574548966637,0.044736274127549006,0.026843018015646137,0.009584860210026594,0.012796609859318029,0.018990004393338027,0.01031010021079477,0.015864624111460255,0.004976664387797269,0.017887112908199845,0.0038622707457316384,0.03232963225131234,0.028185793008312678,0.024053477410032154,0.010245772569856445,0.010464083504054396,0.03899393691417812,0.026039547649073617,0.022387819930556257,0.04909990209489284,0.026660505839374918,0.017872029751028726,0.02399800344916609,0.012808938634475362,0.013389988700528052,0.011781840740656828,0.012805787474814456,,0.027012936505748666,0.029582864256912995,0.026133187452480767,0.023808174178039602,0.00935683394350523,0.023944284217811976,,
58,Candidatus_Microgenomates,,,,,,,,0.00970645081830754,,,,,0.005522333993007155,0.005536450174043962,,,,0.005117382927227852,,,,,0.011082189220487823,,,,,,0.0038622707457316384,,,,,,,,,,,,,0.012808938634475362,,,0.012805787474814456,0.014174775185418743,0.02041986062165402,0.009860954752304332,0.020660098717493133,,,0.010708209436720592,,
59,Candidatus_Moranbacteria,,,,,0.020684245019185275,0.02781894995367755,0.023984654729888956,0.0237758517182737,0.029685224413278234,,0.017975032046140385,,,,,,,,,,,0.009584860210026594,,0.011628955244222245,0.012627242356704236,,0.011128159872317068,0.012648098833237536,,0.011430251099085133,0.03452040543303586,0.028460458283746905,0.017746198653786908,0.012082882855777057,0.01949696845708906,0.014262447634628238,,,0.008430792202464394,,,0.012808938634475362,0.013389988700528052,0.02204180571853639,0.012805787474814456,0.014174775185418743,0.05206063388732937,0.04729147765106149,0.016003243652770425,0.010647339176450346,0.01871366788701046,0.015143695014141822,0.007550665054113251,0.012782227674963906
60,Candidatus_Nealsonbacteria,,,,,,,,0.00970645081830754,,,0.012710267051871369,,,,,,,,,,,,,,,,0.007038066272602094,,,,,,,,,,,,,,,,,,,,,,,,,0.010708209436720592,0.01067825292446354,
61,Candidatus_Niyogibacteria,,,,,,0.01606127824432846,,,,,,,,,,,,,,,,,,,0.007290341773765835,,,,,,,,,,,,,,,,,,,,,,,,0.016003243652770425,,,,,
62,Candidatus_Nomurabacteria,0.026031899945508856,0.015101330108226502,0.012392991514279953,,0.011942054429810793,0.011357038761088619,,0.01372699438975795,0.01327563594308529,,0.045827519580362734,,,,,,,,,,0.015497823677195271,0.009584860210026594,0.011082189220487823,0.016445826222608827,0.016301699785346797,0.028379502360565866,0.030271867663962757,0.02190714979832005,,0.011430251099085133,0.019930365369298274,0.018631743485486168,0.014489710525281224,0.024165765711554113,0.011256579987082013,,0.006209264054267325,0.01097907187727647,0.008430792202464394,0.010318421187721437,0.010732233407321958,0.012808938634475362,0.026779977401056105,0.016662038965156757,0.012805787474814456,0.022412287453379393,,0.009860954752304332,,,0.022919468769541537,,0.013078135504658958,0.009038399867637334
63,Candidatus_Omnitrophica,0.07881549108785035,0.06040532043290601,0.018930607233711094,0.05884474313433819,0.06540932594161866,0.08649263035895267,0.01384754686472162,0.0823619663385477,0.0910131746264621,0.0851874054619982,0.07835134819603108,,0.007809759628864687,,,,0.005581281852858861,0.005117382927227852,,,0.03465418724551438,0.03951939105271952,0.020233216742005913,0.026855921762583293,0.02916136709506334,0.03051621377779895,0.029859986326783616,0.028282008777254907,0.014958510276762737,0.0636409447276849,0.07846592692489346,0.03042550970524378,0.025096914816752608,0.020928167008108792,,0.014262447634628238,,0.02689312394866797,0.010325569511736465,0.005957343250342909,0.018588773540169683,0.07791373197867597,0.07807637998530122,0.06819233341424631,0.07789456422276363,0.0776384411661832,0.07908578011954265,0.08708959428603101,0.09052801686283633,0.09582605258805311,0.08777488278133548,0.0734117852869114,0.07700197690305317,0.08084190604744873
64,Candidatus_Pacebacteria,,,,0.012011632893689353,,0.011357038761088619,0.009791694290843173,0.01681206597847716,,0.012698988629324323,0.022014828311609898,,,,,,,,,,0.010958616215778212,0.01355503930246984,0.014307044763489565,0.013427960881291646,0.007290341773765835,0.014189751180282933,0.011128159872317068,0.012648098833237536,,0.01616481612565617,0.014092896504156339,,0.010245772569856445,,,,0.006209264054267325,,0.005961470337137241,0.008424955620346758,,0.04792665985841886,,,0.04791486929859673,0.014174775185418743,0.014439021916455708,0.01394549594865621,0.009239477030834173,0.010647339176450346,0.013232561463778027,0.015143695014141822,,
65,Candidatus_Parcubacteria,0.026031899945508856,0.026156271009317916,0.014310193973668556,0.01698701414450227,0.023884108859621587,0.04398562198392834,0.009791694290843173,0.021704283849994118,0.01877458439983895,0.031106042391250137,0.017975032046140385,,,,,,0.005581281852858861,,,,0.030995647354390542,0.046956033540941515,0.02638088704989429,0.03219911904415426,0.026285701080969805,0.04106456133853258,0.03724194613619293,,,0.01616481612565617,,0.032271126350452484,0.02897942105056245,0.03363732228232267,0.01591920808366894,0.01646885596231111,0.0196354170048961,0.02195814375455294,0.01788441101141172,0.016849911240693516,0.021464466814643916,0.022185732505943242,0.018936303620309267,0.02204180571853639,0.022180274537307792,0.017360483211470365,0.02283009822054475,0.024154307519818494,0.009239477030834173,0.021294678352900692,0.026465122927556053,0.018547162802488575,0.02135650584892708,0.0239133582997275
66,Candidatus_Peregrinibacteria,0.043818217009102364,0.015101330108226502,0.01752633667786939,0.0268588276710619,0.023884108859621587,0.03407111628326586,0.01384754686472162,0.03362413195695432,0.03982690782925587,0.017959081948012177,0.022014828311609898,0.047961367417262694,,,,,,0.008863567231744186,0.040291148201269014,0.036527014868589246,0.026843018015646137,0.02875458063007978,0.01809713921544482,0.013427960881291646,0.025254484713408472,0.023531040266750583,0.026800157918085436,0.017887112908199845,,0.03232963225131234,0.058106500857534465,0.05891874619414064,0.050193829633505216,0.04271944201801317,0.03559643142304791,0.02731050797669668,0.016428168512324013,0.02195814375455294,0.014602560442723846,0.019758272308743708,0.021464466814643916,0.036229149472959535,0.0250503750650752,0.031171820586347005,0.03622023664750022,0.036138727635620475,0.043317065749367126,0.034159349284257755,0.029217791806245775,0.023808174178039602,0.028070501830515692,0.018547162802488575,0.023877299420036403,0.027115199602912005
67,Candidatus_Poribacteria,0.010627478650280318,0.030202660216453004,0.007155096986834278,,0.023884108859621587,0.022714077522177238,,0.02568085497832114,0.01327563594308529,0.028395801820666065,0.017975032046140385,,,0.005536450174043962,,,0.022325127411435445,0.022885632184356672,,,,,,0.006713980440645823,,,,0.025296197666475072,,0.01616481612565617,0.024409612771008594,,,,,,,,,,,,0.023192140742087756,,0.012805787474814456,0.010023079655404395,0.014439021916455708,,0.020660098717493133,0.021294678352900692,0.01871366788701046,0.023944284217811976,0.007550665054113251,0.022139467766950485
68,Candidatus_Portnoybacteria,,,,,,,,,,,,,,,,,,,,,,,,,,0.008689412492187135,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Candidatus_Raymondbacteria,,,,,0.020684245019185275,0.011357038761088619,,0.01372699438975795,,0.012698988629324323,,,,,,,,,,,,0.016601464867211358,,0.006713980440645823,,0.0070948755901414666,,,,0.011430251099085133,0.024409612771008594,,,,0.011256579987082013,,0.006209264054267325,,0.010325569511736465,,,0.018114574736479767,0.013389988700528052,0.01862872588492038,0.01811011832375011,0.010023079655404395,,,0.020660098717493133,0.03688346483806113,0.013232561463778027,0.018547162802488575,0.007550665054113251,
70,Candidatus_Roizmanbacteria,,,,,,,,,0.022994075956211286,,,,,,,,,,,,,,,0.011628955244222245,,0.008689412492187135,,,,0.011430251099085133,,,,,,0.01164523972933469,,,,,,,,,,,,0.009860954752304332,0.016003243652770425,,,,,
71,Candidatus_Ryanbacteria,,,,,,0.01606127824432846,,0.00970645081830754,,,,,,,,,,,,,,,,,,,,,,,0.019930365369298274,,,0.006041441427888528,,,,0.01097907187727647,,,,,,,,,,,,,0.00935683394350523,,,
72,Candidatus_Saccharibacteria,0.023763764691454508,0.02135650584892708,0.02373077204393179,0.029422371567169096,0.03377723067447225,0.019670968157734586,0.03792306891958985,0.00970645081830754,,0.025397977258648646,0.022014828311609898,0.047961367417262694,,,,,,,,0.025828499910081307,0.015497823677195271,0.021432398984452376,0.0156725822963988,0.02123147035826174,0.012627242356704236,0.014189751180282933,0.024883321938986347,0.041948998141180825,,0.04982330944020681,0.06904081086607172,0.028460458283746905,0.030737317709569337,0.018124324283665585,0.01949696845708906,0.008234427981155555,0.008781225437900601,0.015526752351113423,0.011922940674274482,0.016849911240693516,0.021464466814643916,0.033889266185509075,0.021171431068793444,0.026344996796185134,0.03388092900070486,0.024551430807011814,0.033862507976689875,0.029582864256912995,0.018478954061668346,0.01505761146652246,,,0.01997718196632972,0.02858192998509838
73,Candidatus_Schekmanbacteria,0.041160047824710555,0.030202660216453004,,0.020804758453735535,,0.02539511069289415,0.01384754686472162,0.03631821340367837,0.01327563594308529,0.028395801820666065,0.025420534103742738,,,,,,,,,,,0.009584860210026594,,0.006713980440645823,0.01031010021079477,,,0.025296197666475072,,0.01616481612565617,0.019930365369298274,,,,,0.008234427981155555,,,,,,0.012808938634475362,0.037872607240618535,0.020406746769502555,0.012805787474814456,0.024551430807011814,0.03228663453380425,0.024154307519818494,0.03695790812333669,0.028170211585442882,0.028070501830515692,0.03551511287814515,0.037753325270566254,0.042393853182752156
74,Candidatus_Shapirobacteria,,,,,,,,,,,,,,,,,,,,,,,,,,0.005016834641463939,0.007038066272602094,,,,,,,,,,,,,,,,,,,0.024551430807011814,0.014439021916455708,,,,,,,
75,Candidatus_Spechtbacteria,,0.026156271009317916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010708209436720592,,
76,Candidatus_Staskawiczbacteria,,,,,,,,,0.01327563594308529,,,,,,,,,,0.040291148201269014,,,,,,,0.005016834641463939,0.007038066272602094,,,,,,,,,,,,,0.005957343250342909,,,,,,0.010023079655404395,,,,,,,,
77,Candidatus_Sumerlaeota,0.023763764691454508,0.030202660216453004,,0.03397402828900454,0.016888615337236124,0.019670968157734586,0.009791694290843173,0.0274539887795159,0.01877458439983895,0.021995293510729184,0.02842102114016023,,,,,,,,,,,,,,,,0.004976664387797269,0.02190714979832005,0.0054620756701705304,0.011430251099085133,,,,,,,,,,,,0.033889266185509075,0.026779977401056105,0.014429749022671929,0.03622023664750022,0.02004615931080879,0.014439021916455708,0.0406577580131872,0.022632004215709083,0.03688346483806113,0.03241302357627224,0.02833125915635773,0.026156271009317916,0.009038399867637334
78,Candidatus_Sungbacteria,,,,,,0.01606127824432846,,0.00970645081830754,,,0.012710267051871369,,,,,,,,,,0.010958616215778212,0.009584860210026594,0.006398304929659014,0.009495002196669013,0.01458068354753167,0.010033669282927878,0.004976664387797269,0.012648098833237536,,,,0.01521275485262189,0.010245772569856445,0.02003719440921522,,,0.006209264054267325,0.01097907187727647,0.005961470337137241,,,0.018114574736479767,,,0.01811011832375011,,0.025009119570901826,,,,,0.021416418873441184,0.022651995162339754,
79,Candidatus_Taylorbacteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010464083504054396,,,,,,,,,,,,,,,,,,,,
80,Candidatus_Tectomicrobia,0.041160047824710555,0.04271301169785416,0.014310193973668556,0.029422371567169096,0.04136849003837055,0.011357038761088619,0.009791694290843173,0.030694492582257017,0.029685224413278234,0.035918163896024355,0.022014828311609898,,,,,,,0.010234765854455704,,,0.015497823677195271,0.01355503930246984,,,,,,0.030981388357723228,0.0038622707457316384,0.019797775646885455,0.014092896504156339,0.010757042116817496,,,0.011256579987082013,0.01164523972933469,0.008781225437900601,,,,,0.012808938634475362,0.04338852236136677,0.039075945076481655,0.012805787474814456,0.010023079655404395,0.014439021916455708,,0.04800973095831127,0.04517283439956738,0.042878399811244874,0.05766547260605332,0.0554858298037254,0.04950535491256676
81,Candidatus_Terrybacteria,,,,,,,,,,,,,,,,,,,,,,0.01355503930246984,,,,,,,,,,,,,,,,,,,,,,,,,0.014439021916455708,,,,,,,
82,Candidatus_Uhrbacteria,0.015029524441056942,,,,0.016888615337236124,0.0567851938054431,,0.01681206597847716,0.01327563594308529,,0.031133668771593903,,,,,,,,,,0.010958616215778212,,0.012796609859318029,0.009495002196669013,0.017857617396223133,0.014189751180282933,0.007038066272602094,0.012648098833237536,0.0054620756701705304,0.027998282824645185,0.037286299402569216,,0.010245772569856445,0.008543888403602633,,0.008234427981155555,0.006209264054267325,0.01097907187727647,,0.005957343250342909,,0.022185732505943242,0.01639931998896306,0.008331019482578379,0.022180274537307792,0.026518576139191,0.05592209141795686,0.04830861503963699,0.016003243652770425,0.028170211585442882,,0.010708209436720592,0.016883800336329358,0.015654967789871677
83,Candidatus_Veblenbacteria,,,,,,,,0.00970645081830754,,,,,,,,,,,,,,,,,,,0.004976664387797269,,,0.011430251099085133,,,,,,,,,,,,,,,,,,,,,,,,
84,Candidatus_Vogelbacteria,,,,,,0.011357038761088619,,,0.01327563594308529,,,,,,,,,,,,,,0.00904856960772241,0.011628955244222245,0.007290341773765835,0.012288684995505242,0.01573759461568685,,,,0.028185793008312678,,,0.008543888403602633,,,0.008781225437900601,0.01097907187727647,0.011922940674274482,,,,,0.011781840740656828,,,,,0.009239477030834173,0.01505761146652246,,0.010708209436720592,,
85,Candidatus_Wildermuthbacteria,,0.026156271009317916,,,,,0.009791694290843173,,,,,,,,,,,,,,,,,0.006713980440645823,,0.005016834641463939,0.004976664387797269,,,,,,,,,,,,,0.008424955620346758,,,,,,,,,,,0.00935683394350523,,,
86,Candidatus_Woesebacteria,0.010627478650280318,0.015101330108226502,,,0.023884108859621587,0.02781894995367755,,0.03499710612817723,0.0375491687996779,0.025397977258648646,0.022014828311609898,,,,,,,,,,,,0.011082189220487823,0.013427960881291646,0.012627242356704236,0.013273296830047472,0.007038066272602094,0.030981388357723228,0.0038622707457316384,0.037909854155212815,0.028185793008312678,,0.010245772569856445,0.008543888403602633,,,,,0.008430792202464394,,,0.03137536380108657,0.009468151810154634,0.014429749022671929,0.031367645067819305,0.010023079655404395,0.01768411804008988,0.024154307519818494,0.02771843109250252,0.04641067548774864,0.02475585567344263,0.032124628310161774,,0.015654967789871677
87,Candidatus_Wolfebacteria,,,,,,,,,0.01327563594308529,,,0.06626815226803008,,,,,,,,,,,,,0.007290341773765835,0.005016834641463939,,,,,,,,,0.01949696845708906,0.01164523972933469,,,,,0.015177670039188327,,,,,,,,,,,,,
88,Candidatus_Woykebacteria,,,,,,,,,0.01327563594308529,,,,,,,,,,,,,,,,,,,,,0.011430251099085133,0.014092896504156339,,,,,,,,,,,,,,,,,,,,,,,
89,Candidatus_Yanofskybacteria,,,,,,,,,,,,,,,,,,,,,,0.009584860210026594,,0.006713980440645823,,,,,0.0038622707457316384,0.01616481612565617,,,,,,,,,,,,,,,,,,,,,,,,
90,Candidatus_Yonathbacteria,0.010627478650280318,0.02135650584892708,0.014310193973668556,0.03603489868106806,0.011942054429810793,0.019670968157734586,,0.021704283849994118,0.029685224413278234,0.031106042391250137,,0.059623803206645246,,,,,,,,,0.015497823677195271,0.019169720420053188,0.01692832365623637,0.02014194132193747,0.016301699785346797,0.026068237476561402,0.02944234357191925,0.017887112908199845,,0.011430251099085133,,0.0263492643278311,0.014489710525281224,0.015984151578556007,,,0.008781225437900601,0.01097907187727647,0.008430792202464394,0.014592451185953554,,,0.0250503750650752,0.028859498045343858,,0.02004615931080879,0.02283009822054475,0.009860954752304332,0.013066593726240383,0.023808174178039602,0.01620651178813612,0.010708209436720592,0.015101330108226502,0.01807679973527467
91,Chlamydiae,0.04870122536143669,0.05008544580428441,0.03919008020826379,0.07003925358164408,0.05340649099211885,0.06524122064223421,0.06345743169703524,0.10087239587086298,0.11107193920398464,0.08131320188331072,0.08237194497069528,,,0.01237987894320284,0.02918542027088895,0.06509445549041193,0.016743845558576585,0.021711217018626473,0.08058229640253803,0.06833578749992927,0.09036706433652013,0.08465119331213578,0.05722817905395826,0.0622628931927695,0.05832273419012668,0.053565136044411925,0.05219569644295066,0.27911921251399535,0.03823452969119372,0.316558116345642,0.5083220053979538,0.06717770648821253,0.04346913157584367,0.027018147429684287,0.033769739961246034,0.03395141633284594,0.029124029977040587,0.10644605118519845,0.05023224192906655,0.050549733722080555,0.05678964121614654,0.049608806013915846,0.05912858910294786,0.049986116895470264,0.049596601625027915,0.036138727635620475,0.062104581531654594,0.06831869856851551,0.10205335941557288,0.09282135097549728,0.08575679962248975,0.09022897651634816,0.05848720001474189,0.03258841417091334
92,Chlorobi,,,,0.03397402828900454,0.011942054429810793,0.019670968157734586,0.01384754686472162,0.0237758517182737,0.01327563594308529,,0.012710267051871369,,0.007809759628864687,,,,0.00789312449173984,,,,,0.009584860210026594,,0.009495002196669013,,0.0070948755901414666,0.007038066272602094,0.02190714979832005,,,0.014092896504156339,0.010757042116817496,0.014489710525281224,0.008543888403602633,0.011256579987082013,,,,,,,,0.0284044554304639,0.01862872588492038,,0.014174775185418743,0.01020993031082701,0.01394549594865621,0.024445358467880686,0.01505761146652246,0.01620651178813612,0.040066450938028034,0.013078135504658958,0.015654967789871677
93,Chloroflexi,0.17783173139067707,0.19515219333454575,0.07935386433938559,0.17612511128780986,0.19731512175514035,0.30026429735349436,0.261824851983175,0.3480815006716888,0.3591789485695444,0.3289503815036127,0.3292425340133837,0.06705241805515352,0.03982211674405018,0.04359405226449621,0.0922924025252575,0.053149400345273386,0.131486282372663,0.13315033095027912,0.08058229640253803,0.051656999820162613,0.07592352026550418,0.09092996795401169,0.02638088704989429,0.06612503864396106,0.05455592229983514,0.05261700561773909,0.04641923516499332,0.371130653444433,0.04808488300460797,0.3569094761748888,0.4023268962916132,0.11333247114764321,0.11860339221174009,0.028973735246115212,0.061654827792860294,0.05764099586808888,0.042113277768399245,0.06943774745378858,0.04215396101232197,0.043777353557860665,0.06871982385220976,0.2506758706471215,0.2006265399102531,0.21820274410442905,0.25061420123686917,0.26801197721685077,0.28128311681742574,0.2689709852353653,0.38061711345947247,0.32696173956701263,0.3391771641199917,0.3398064295831623,0.17804205619524374,0.16616895977453078
94,Chrysiogenetes,,,0.010118835198875903,,,0.01606127824432846,,0.01681206597847716,0.01327563594308529,0.017959081948012177,0.017975032046140385,,,,,,,,,,,,,,0.01031010021079477,,,0.012648098833237536,,,,,,0.006041441427888528,0.01949696845708906,,,,,,,0.012808938634475362,0.013389988700528052,0.016662038965156757,0.012805787474814456,0.010023079655404395,,0.01394549594865621,0.013066593726240383,0.021294678352900692,0.013232561463778027,0.015143695014141822,0.015101330108226502,0.009038399867637334
95,Coprothermobacterota,0.015029524441056942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008331019482578379,,,,,,,,,0.007550665054113251,
96,Cyanobacteria,0.17267608939865212,0.1150083037010043,0.021465290960502835,0.2429202417092056,0.1891977237314061,0.661151355142925,1.0,0.07642867017206195,0.05632375319951685,0.08423556100091677,0.07411295575009916,0.2533753734736156,0.5323254991169926,0.5450522019894748,1.0,1.0,0.3941428375762835,0.40688826221333657,1.0,1.0,0.7170151491777244,0.731155854647301,0.2203470691519586,0.25671648519033946,0.3077526055515333,0.1474642199460629,0.1551570402939036,0.46797965682978887,0.015924550239384636,0.2736107030578344,0.22548634406650142,0.7757759215718333,0.7564544854917692,0.2525149072391248,1.0,1.0,0.38856302414722044,0.8565083521933976,0.24845817826033667,0.22433174750403034,1.0,0.6631023118372494,0.15119425970761685,0.15248269305858508,0.6628154861237459,0.5846128222154678,0.8255535245590141,0.8160200728154,0.09690445262403762,0.06388403505870208,0.08369006700742049,0.08633234450160424,0.1527027504290525,0.13406113484827528
97,Deferribacteres,0.026031899945508856,0.015101330108226502,0.007155096986834278,,0.016888615337236124,0.011357038761088619,,0.029119352454922618,0.01877458439983895,,,,,0.005536450174043962,,,0.005581281852858861,0.011442816092178336,,,,0.009584860210026594,,,,0.008689412492187135,,,,0.03232963225131234,0.028185793008312678,0.010757042116817496,0.010245772569856445,,0.011256579987082013,,,,0.013330252919687459,0.014592451185953554,,0.022185732505943242,0.009468151810154634,0.011781840740656828,0.022180274537307792,0.014174775185418743,0.02283009822054475,0.009860954752304332,0.030643878570383924,0.018441732419030566,0.026465122927556053,0.018547162802488575,0.0184952766012418,0.025564455349927812
98,Deinococcus-Thermus,0.015029524441056942,0.04271301169785416,0.02373077204393179,0.012011632893689353,0.011942054429810793,0.01606127824432846,0.01384754686472162,0.029119352454922618,,,0.017975032046140385,,0.009564963052253106,,,,,,,0.025828499910081307,,,,0.009495002196669013,0.007290341773765835,,0.009953328775594537,0.028282008777254907,0.009460592575521185,0.027998282824645185,0.03986073073859655,0.04435242086685632,0.049136999071210316,0.014798448809238307,0.03183841616733788,0.03682548144338035,0.008781225437900601,0.01097907187727647,,,0.02839482060807327,0.02864165750631024,0.018936303620309267,0.01862872588492038,0.0286346112991005,0.022412287453379393,0.025009119570901826,0.019721909504608663,0.009239477030834173,0.018441732419030566,0.00935683394350523,0.010708209436720592,0.023877299420036403,0.015654967789871677
99,Dictyoglomi,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004976664387797269,,,,0.014092896504156339,,,,,,,,,,,,,,,,,,,,,,,
100,Elusimicrobia,0.04508857332317082,0.02135650584892708,0.007155096986834278,0.04330855830024686,0.03377723067447225,0.03407111628326586,,0.0485322540915377,0.03982690782925587,0.025397977258648646,0.050841068207485476,,,,,,,0.007237072339542157,,,,0.016601464867211358,0.011082189220487823,0.011628955244222245,,0.011217983290189153,0.007038066272602094,0.033463724070512735,0.0054620756701705304,0.022860502198170266,0.037286299402569216,,,0.006041441427888528,,0.008234427981155555,,,0.008430792202464394,,,0.036229149472959535,0.0250503750650752,0.014429749022671929,0.03622023664750022,0.03169576088037349,0.025009119570901826,0.022049765149202087,0.0402739466685714,0.042589356705801384,0.041845033503710244,0.03709432560497715,0.03203475877339062,0.025564455349927812
101,Fibrobacteres,0.021254957300560637,0.026156271009317916,,0.04804653157475741,0.05205420843780749,0.0556378999073551,0.009791694290843173,0.04118098316927385,0.05141631691788192,0.04015772804924457,0.022014828311609898,,0.005522333993007155,,,,,,0.023262105259961773,,0.015497823677195271,0.02711007860493968,0.00904856960772241,,0.017857617396223133,0.005016834641463939,0.007038066272602094,0.02190714979832005,,0.01616481612565617,0.014092896504156339,0.041661844972885935,0.04224440252157423,0.018124324283665585,0.01591920808366894,0.02329047945866938,0.008781225437900601,0.01097907187727647,,,0.015177670039188327,0.049608806013915846,0.04234286213758689,0.03534552222197048,0.049596601625027915,0.04806900137206278,0.039542890059771324,0.042982905252121735,0.06058730262639547,0.04879223772595249,0.03742733577402092,0.04543108504242546,0.022651995162339754,0.03381859562936185
102,Firmicutes,0.13568256447065236,0.14246566330996713,0.08586116384201134,0.14808935601676285,0.13351622748029712,0.19071711222825588,0.19509812660011966,0.3018378476949366,0.3113412602456281,0.2940028424068919,0.26932573020400263,0.5005225207821535,0.03982211674405018,0.03131889169414341,0.17752798085476942,0.15944820103582016,0.03702203551030484,0.03545426892697674,0.1336306209562122,0.16738781054608767,0.14702526478686953,0.14630654135157453,0.03995740147886315,0.09612957057150422,0.09808151739892204,0.05472720483046179,0.06841782379641614,0.25073878999761984,0.5061343346739995,0.24515157451369343,0.35540932665545544,0.22280324669802445,0.22587223335077347,0.07423847515620034,0.161953983440217,0.1583923847457001,0.05483873528317435,0.20889108880389778,0.056555473406656655,0.05867302654911713,0.1830781873069212,0.21433453875587002,0.1352322570055955,0.12933220184549252,0.21313078008462738,0.17929829962703514,0.18798475333576672,0.1791331388853213,0.31086412358030235,0.25708418813079936,0.26662872548624855,0.2446538803204044,0.13653974323370507,0.14002228865489086
103,Fusobacteria,0.04870122536143669,,0.08615877708739673,0.056339552225774046,0.03582616328943238,0.01606127824432846,0.02590638800754199,0.043408567699988236,0.0762627223476854,0.06349494314662162,0.04755746460250396,,0.007809759628864687,,0.1167416810835558,,0.005581281852858861,,0.06154574548966637,0.057754281555789,0.06665866010125418,0.061373050723226984,0.011082189220487823,0.036773985379901925,0.024179328257035324,0.0070948755901414666,0.012190288371183735,0.02190714979832005,,0.022860502198170266,0.031512674583162724,0.1502139182801719,0.12714669384296357,0.0357416494923118,0.08863439945272752,0.08397501791837322,0.017562450875801203,0.04909990209489284,,0.005957343250342909,0.04678072086100761,0.04618328503087261,0.04638428148417551,0.032265899712955584,0.04617192336313804,0.04009231862161758,0.03062979093248103,0.02608963396425779,0.03919978117872115,0.026080548100648613,0.04583893753908307,0.04283283774688237,0.03203475877339062,0.03258841417091334
104,Gemmatimonadetes,0.1673617011463993,0.19220855264034373,0.09705645765195077,0.16469521261189984,0.17712929199035374,0.13437829482071018,0.023984654729888956,0.21834121202613327,0.20394418914896245,0.2143836024027885,0.22843147111366566,0.03233554731626753,0.007809759628864687,0.005536450174043962,,0.053149400345273386,0.058002382443082263,0.05487781813033893,0.03289758474798845,0.07305402973717849,0.11229240082612582,0.1216182419892917,0.045693036719152744,0.0782977939446761,0.06681708604076113,0.03172924822292051,0.032252471440314796,0.1080654038023278,0.057156387513734974,0.12779409228723024,0.13295211971623738,0.046888859518618306,0.04098309027942578,0.010464083504054396,0.027572877217175787,0.04198750895918661,0.021509521639204245,0.12421401880890738,0.045401205464975246,0.0453697745083614,0.15215566902273717,0.12808938634475361,0.19496117831213736,0.18850945185050924,0.12805787474814456,0.12991396049232617,0.12833683398933907,0.15808313052674944,0.1889015541645556,0.20061124145003165,0.18876702299039677,0.2000458610416484,0.17578622862897603,0.18076799735274668
